,country,week,count
1174,Timor-Leste,10,0
1175,Togo,10,1
1176,Trinidad and Tobago,10,0
1177,Tunisia,10,2
1178,Turkey,10,0
1179,US,10,518
1180,Uganda,10,0
1181,Ukraine,10,1
1182,United Arab Emirates,10,45
1183,United Kingdom,10,274
1184,Uruguay,10,0
1185,Uzbekistan,10,0
1186,Venezuela,10,0
1187,Vietnam,10,30
1188,Zambia,10,0
1189,Zimbabwe,10,0
1190,Afghanistan,11,16
1191,Albania,11,42
1192,Algeria,11,48
1193,Andorra,11,1
1194,Angola,11,0
1195,Antigua and Barbuda,11,1
1196,Argentina,11,45
1197,Armenia,11,26
1198,Australia,11,297
1199,Austria,11,860
1200,Azerbaijan,11,23
1201,Bahamas,11,0
1202,Bahrain,11,214
1203,Bangladesh,11,5
1204,Barbados,11,0
1205,Belarus,11,27
1206,Belgium,11,886
1207,Belize,11,0
1208,Benin,11,0
1209,Bhutan,11,1
1210,Bolivia,11,10
1211,Bosnia and Herzegovina,11,24
1212,Brazil,11,162
1213,Brunei,11,50
1214,Bulgaria,11,51
1215,Burkina Faso,11,3
1216,Cabo Verde,11,0
1217,Cambodia,11,7
1218,Cameroon,11,2
1219,Canada,11,252
1220,Central African Republic,11,1
1221,Chad,11,0
1222,Chile,11,74
1223,China,11,81003
1224,Colombia,11,34
1225,Congo (Brazzaville),11,1
1226,Congo (Kinshasa),11,2
1227,Costa Rica,11,27
1228,Cote d'Ivoire,11,1
1229,Croatia,11,49
1230,Cuba,11,4
1231,Cyprus,11,26
1232,Czechia,11,253
1233,Denmark,11,875
1234,Diamond Princess,11,706
1235,Djibouti,11,0
1236,Dominica,11,0
1237,Dominican Republic,11,11
1238,Ecuador,11,28
1239,Egypt,11,110
1240,El Salvador,11,0
1241,Equatorial Guinea,11,1
1242,Eritrea,11,0
1243,Estonia,11,171
1244,Eswatini,11,1
1245,Ethiopia,11,1
1246,Fiji,11,0
1247,Finland,11,244
1248,France,11,4532
1249,Gabon,11,1
1250,Gambia,11,0
1251,Georgia,11,33
1252,Germany,11,5795
1253,Ghana,11,6
1254,Greece,11,331
1255,Grenada,11,0
1256,Guatemala,11,1
1257,Guinea,11,1
1258,Guyana,11,4
1259,Haiti,11,0
1260,Holy See,11,1
1261,Honduras,11,3
1262,Hungary,11,32
1263,Iceland,11,171
1264,India,11,113
1265,Indonesia,11,117
1266,Iran,11,13938
1267,Iraq,11,116
1268,Ireland,11,129
1269,Israel,11,251
1270,Italy,11,24747
1271,Jamaica,11,10
1272,Japan,11,839
1273,Jordan,11,8
1274,Kazakhstan,11,9
1275,Kenya,11,3
1276,"Korea, South",11,8162
1277,Kuwait,11,112
1278,Kyrgyzstan,11,0
1279,Laos,11,0
1280,Latvia,11,30
1281,Lebanon,11,110
1282,Liberia,11,0
1283,Libya,11,0
1284,Liechtenstein,11,4
1285,Lithuania,11,12
1286,Luxembourg,11,59
1287,Madagascar,11,0
1288,Malaysia,11,428
1289,Maldives,11,13
1290,Malta,11,21
1291,Mauritania,11,1
1292,Mauritius,11,0
1293,Mexico,11,41
1294,Moldova,11,23
1295,Monaco,11,2
1296,Mongolia,11,1
1297,Montenegro,11,0
1298,Morocco,11,28
1299,Mozambique,11,0
1300,Namibia,11,2
1301,Nepal,11,1
1302,Netherlands,11,1138
1303,New Zealand,11,8
1304,Nicaragua,11,0
1305,Niger,11,0
1306,Nigeria,11,2
1307,North Macedonia,11,14
1308,Norway,11,1221
1309,Oman,11,22
1310,Pakistan,11,53
1311,Panama,11,43
1312,Papua New Guinea,11,0
1313,Paraguay,11,6
1314,Peru,11,43
1315,Philippines,11,140
1316,Poland,11,119
1317,Portugal,11,245
1318,Qatar,11,401
1319,Romania,11,131
1320,Russia,11,63
1321,Rwanda,11,1
1322,Saint Lucia,11,2
1323,Saint Vincent and the Grenadines,11,1
1324,San Marino,11,101
1325,Saudi Arabia,11,103
1326,Senegal,11,24
1327,Serbia,11,48
1328,Seychelles,11,2
1329,Singapore,11,226
1330,Slovakia,11,54
1331,Slovenia,11,219
1332,Somalia,11,0
1333,South Africa,11,51
1334,Spain,11,7798
1335,Sri Lanka,11,18
1336,Sudan,11,1
1337,Suriname,11,1
1338,Sweden,11,1022
1339,Switzerland,11,2200
1340,Syria,11,0
1341,Taiwan*,11,59
1342,Tanzania,11,0
1343,Thailand,11,114
1344,Timor-Leste,11,0
1345,Togo,11,1
1346,Trinidad and Tobago,11,2
1347,Tunisia,11,18
1348,Turkey,11,6
1349,US,11,3499
1350,Uganda,11,0
1351,Ukraine,11,3
1352,United Arab Emirates,11,98
1353,United Kingdom,11,1145
1354,Uruguay,11,4
1355,Uzbekistan,11,1
1356,Venezuela,11,10
1357,Vietnam,11,56
1358,Zambia,11,0
1359,Zimbabwe,11,0
1360,Afghanistan,12,40
1361,Albania,12,89
1362,Algeria,12,201
1363,Andorra,12,113
1364,Angola,12,2
1365,Antigua and Barbuda,12,1
1366,Argentina,12,266
1367,Armenia,12,194
1368,Australia,12,1549
1369,Austria,12,3582
1370,Azerbaijan,12,65
1371,Bahamas,12,4
1372,Bahrain,12,334
1373,Bangladesh,12,27
1374,Barbados,12,14
1375,Belarus,12,76
1376,Belgium,12,3401
1377,Belize,12,0
1378,Benin,12,2
1379,Bhutan,12,2
1380,Bolivia,12,24
1381,Bosnia and Herzegovina,12,126
1382,Brazil,12,1546
1383,Brunei,12,88
1384,Bulgaria,12,187
1385,Burkina Faso,12,75
1386,Cabo Verde,12,3
1387,Cambodia,12,84
1388,Cameroon,12,40
1389,Canada,12,1469
1390,Central African Republic,12,3
1391,Chad,12,1
1392,Chile,12,632
1393,China,12,81435
1394,Colombia,12,231
1395,Congo (Brazzaville),12,3
1396,Congo (Kinshasa),12,30
1397,Costa Rica,12,134
1398,Cote d'Ivoire,12,14
1399,Croatia,12,254
1400,Cuba,12,35
1401,Cyprus,12,95
1402,Czechia,12,1120
1403,Denmark,12,1514
1404,Diamond Princess,12,712
1405,Djibouti,12,1
1406,Dominica,12,1
1407,Dominican Republic,12,202
1408,Ecuador,12,789
1409,Egypt,12,327
1410,El Salvador,12,3
1411,Equatorial Guinea,12,6
1412,Eritrea,12,1
1413,Estonia,12,326
1414,Eswatini,12,4
1415,Ethiopia,12,11
1416,Fiji,12,2
1417,Finland,12,626
1418,France,12,16243
1419,Gabon,12,5
1420,Gambia,12,1
1421,Georgia,12,54
1422,Germany,12,24873
1423,Ghana,12,23
1424,Greece,12,624
1425,Grenada,12,1
1426,Guatemala,12,19
1427,Guinea,12,2
1428,Guyana,12,19
1429,Haiti,12,2
1430,Holy See,12,1
1431,Honduras,12,26
1432,Hungary,12,131
1433,Iceland,12,568
1434,India,12,396
1435,Indonesia,12,514
1436,Iran,12,21638
1437,Iraq,12,233
1438,Ireland,12,906
1439,Israel,12,1071
1440,Italy,12,59138
1441,Jamaica,12,19
1442,Japan,12,1101
1443,Jordan,12,112
1444,Kazakhstan,12,60
1445,Kenya,12,15
1446,"Korea, South",12,8961
1447,Kuwait,12,188
1448,Kyrgyzstan,12,14
1449,Laos,12,0
1450,Latvia,12,139
1451,Lebanon,12,248
1452,Liberia,12,3
1453,Libya,12,0
1454,Liechtenstein,12,37
1455,Lithuania,12,143
1456,Luxembourg,12,798
1457,Madagascar,12,3
1458,Malaysia,12,1306
1459,Maldives,12,13
1460,Malta,12,90
1461,Mauritania,12,2
1462,Mauritius,12,28
1463,Mexico,12,251
1464,Moldova,12,94
1465,Monaco,12,23
1466,Mongolia,12,10
1467,Montenegro,12,21
1468,Morocco,12,115
1469,Mozambique,12,1
1470,Namibia,12,3
1471,Nepal,12,1
1472,Netherlands,12,4217
1473,New Zealand,12,102
1474,Nicaragua,12,2
1475,Niger,12,2
1476,Nigeria,12,30
1477,North Macedonia,12,115
1478,Norway,12,2385
1479,Oman,12,55
1480,Pakistan,12,776
1481,Panama,12,313
1482,Papua New Guinea,12,1
1483,Paraguay,12,22
1484,Peru,12,363
1485,Philippines,12,380
1486,Poland,12,634
1487,Portugal,12,1600
1488,Qatar,12,494
1489,Romania,12,433
1490,Russia,12,367
1491,Rwanda,12,19
1492,Saint Lucia,12,2
1493,Saint Vincent and the Grenadines,12,1
1494,San Marino,12,175
1495,Saudi Arabia,12,511
1496,Senegal,12,67
1497,Serbia,12,222
1498,Seychelles,12,7
1499,Singapore,12,455
1500,Slovakia,12,185
1501,Slovenia,12,414
1502,Somalia,12,1
1503,South Africa,12,274
1504,Spain,12,28768
1505,Sri Lanka,12,82
1506,Sudan,12,2
1507,Suriname,12,5
1508,Sweden,12,1934
1509,Switzerland,12,7474
1510,Syria,12,1
1511,Taiwan*,12,169
1512,Tanzania,12,12
1513,Thailand,12,599
1514,Timor-Leste,12,1
1515,Togo,12,16
1516,Trinidad and Tobago,12,50
1517,Tunisia,12,75
1518,Turkey,12,1236
1519,US,12,33276
1520,Uganda,12,1
1521,Ukraine,12,73
1522,United Arab Emirates,12,153
1523,United Kingdom,12,5745
1524,Uruguay,12,158
1525,Uzbekistan,12,43
1526,Venezuela,12,70
1527,Vietnam,12,113
1528,Zambia,12,3
1529,Zimbabwe,12,3
1530,Afghanistan,13,74
1531,Albania,13,123
1532,Algeria,13,264
1533,Andorra,13,164
1534,Angola,13,3
1535,Antigua and Barbuda,13,3
1536,Argentina,13,387
1537,Armenia,13,249
1538,Australia,13,2044
1539,Austria,13,5283
1540,Azerbaijan,13,87
1541,Bahamas,13,5
1542,Bahrain,13,392
1543,Bangladesh,13,39
1544,Barbados,13,18
1545,Belarus,13,81
1546,Belgium,13,4269
1547,Belize,13,1
1548,Benin,13,6
1549,Bhutan,13,2
1550,Bolivia,13,29
1551,Bosnia and Herzegovina,13,166
1552,Brazil,13,2247
1553,Brunei,13,104
1554,Bulgaria,13,218
1555,Burkina Faso,13,114
1556,Cabo Verde,13,3
1557,Cambodia,13,91
1558,Cameroon,13,66
1559,Canada,13,2790
1560,Central African Republic,13,3
1561,Chad,13,3
1562,Chile,13,922
1563,China,13,81591
1564,Colombia,13,378
1565,Congo (Brazzaville),13,4
1566,Congo (Kinshasa),13,45
1567,Costa Rica,13,177
1568,Cote d'Ivoire,13,73
1569,Croatia,13,382
1570,Cuba,13,48
1571,Cyprus,13,124
1572,Czechia,13,1394
1573,Denmark,13,1718
1574,Diamond Princess,13,712
1575,Djibouti,13,3
1576,Dominica,13,2
1577,Dominican Republic,13,312
1578,Ecuador,13,1082
1579,Egypt,13,402
1580,El Salvador,13,5
1581,Equatorial Guinea,13,9
1582,Eritrea,13,1
1583,Estonia,13,369
1584,Eswatini,13,4
1585,Ethiopia,13,12
1586,Fiji,13,4
1587,Finland,13,792
1588,France,13,22622
1589,Gabon,13,6
1590,Gambia,13,3
1591,Georgia,13,70
1592,Germany,13,32986
1593,Ghana,13,53
1594,Greece,13,743
1595,Grenada,13,1
1596,Guatemala,13,21
1597,Guinea,13,4
1598,Guyana,13,5
1599,Haiti,13,7
1600,Holy See,13,4
1601,Honduras,13,30
1602,Hungary,13,187
1603,Iceland,13,648
1604,India,13,536
1605,Indonesia,13,686
1606,Iran,13,24811
1607,Iraq,13,316
1608,Ireland,13,1329
1609,Israel,13,1930
1610,Italy,13,69176
1611,Jamaica,13,21
1612,Japan,13,1193
1613,Jordan,13,154
1614,Kazakhstan,13,72
1615,Kenya,13,25
1616,"Korea, South",13,9037
1617,Kuwait,13,191
1618,Kyrgyzstan,13,42
1619,Laos,13,2
1620,Latvia,13,197
1621,Lebanon,13,318
1622,Liberia,13,3
1623,Libya,13,1
1624,Liechtenstein,13,51
1625,Lithuania,13,209
1626,Luxembourg,13,1099
1627,Madagascar,13,17
1628,Malaysia,13,1624
1629,Maldives,13,13
1630,Malta,13,110
1631,Mauritania,13,2
1632,Mauritius,13,42
1633,Mexico,13,367
1634,Moldova,13,125
1635,Monaco,13,23
1636,Mongolia,13,10
1637,Montenegro,13,47
1638,Morocco,13,170
1639,Mozambique,13,3
1640,Namibia,13,7
1641,Nepal,13,2
1642,Netherlands,13,5580
1643,New Zealand,13,155
1644,Nicaragua,13,2
1645,Niger,13,3
1646,Nigeria,13,44
1647,North Macedonia,13,148
1648,Norway,13,2863
1649,Oman,13,84
1650,Pakistan,13,972
1651,Panama,13,345
1652,Papua New Guinea,13,1
1653,Paraguay,13,27
1654,Peru,13,416
1655,Philippines,13,552
1656,Poland,13,901
1657,Portugal,13,2362
1658,Qatar,13,526
1659,Romania,13,794
1660,Russia,13,495
1661,Rwanda,13,40
1662,Saint Lucia,13,3
1663,Saint Vincent and the Grenadines,13,1
1664,San Marino,13,187
1665,Saudi Arabia,13,767
1666,Senegal,13,86
1667,Serbia,13,303
1668,Seychelles,13,7
1669,Singapore,13,558
1670,Slovakia,13,204
1671,Slovenia,13,480
1672,Somalia,13,1
1673,South Africa,13,554
1674,Spain,13,39885
1675,Sri Lanka,13,102
1676,Sudan,13,3
1677,Suriname,13,7
1678,Sweden,13,2286
1679,Switzerland,13,9877
1680,Syria,13,1
1681,Taiwan*,13,215
1682,Tanzania,13,12
1683,Thailand,13,827
1684,Timor-Leste,13,1
1685,Togo,13,20
1686,Trinidad and Tobago,13,57
1687,Tunisia,13,114
1688,Turkey,13,1872
1689,US,13,53740
1690,Uganda,13,9
1691,Ukraine,13,97
1692,United Arab Emirates,13,248
1693,United Kingdom,13,8164
1694,Uruguay,13,162
1695,Uzbekistan,13,50
1696,Venezuela,13,84
1697,Vietnam,13,134
1698,Zambia,13,3
1699,Zimbabwe,13,3
